Id,SalePrice
1461,115239.06
1462,146010.19
1463,165090.25
1464,166067.55
1465,185684.6
1466,161375.45
1467,155376.86
1468,148129.02
1469,186139.19
1470,115754.11
1471,187225.03
1472,91253.25
1473,95903.16
1474,140479.94
1475,128731.08
1476,344840.5
1477,233107.12
1478,269047.12
1479,282429.16
1480,405357.1
1481,301943.97
1482,194865.48
1483,154976.98
1484,160075.19
1485,171850.19
1486,182631.72
1487,325101.4
1488,229343.69
1489,179104.75
1490,187269.31
1491,185632.38
1492,90505.984
1493,175474.28
1494,287153.25
1495,293547.16
1496,219427.64
1497,173878.75
1498,151157.25
1499,151433.7
1500,131682.36
1501,157469.19
1502,145906.89
1503,255964.48
1504,222383.97
1505,207359.12
1506,175800.25
1507,220706.19
1508,187944.72
1509,153862.33
1510,136306.3
1511,136367.66
1512,160198.12
1513,136422.95
1514,153541.75
1515,206286.12
1516,157103.94
1517,146072.72
1518,141301.98
1519,200167.9
1520,129050.305
1521,128603.46
1522,165188.2
1523,107397.14
1524,115305.47
1525,120173.61
1526,123167.51
1527,104046.59
1528,126365.97
1529,134745.5
1530,160614.98
1531,112030.51
1532,104217.805
1533,129907.76
1534,112902.4
1535,141168.62
1536,107471.94
1537,72190.43
1538,168297.42
1539,190269.73
1540,92960.39
1541,132755.67
1542,130222.58
1543,205014.66
1544,81356.95
1545,100741.28
1546,117469.28
1547,121994.74
1548,114935.805
1549,104710.25
1550,132624.33
1551,122963.766
1552,122028.95
1553,135413.06
1554,113835.56
1555,156696.03
1556,82884.18
1557,104114.79
1558,86033.86
1559,81656.84
1560,134787.14
1561,129170.36
1562,119442.586
1563,115116.92
1564,142109.86
1565,140193.12
1566,210683.03
1567,78106.44
1568,201424.3
1569,127211.77
1570,126172.93
1571,124138.74
1572,137599.45
1573,233857.06
1574,114092.164
1575,202335.53
1576,189517.64
1577,176088.19
1578,140814.33
1579,136771.69
1580,193788.38
1581,126866.24
1582,122340.89
1583,301148.8
1584,213238.69
1585,133730.44
1586,78817.75
1587,100170.3
1588,133979.11
1589,88791.31
1590,129202.14
1591,95645.586
1592,117333.47
1593,125421.914
