Id,SalePrice
1461,119029.13949495324
1462,153034.7786894348
1463,181011.21425071236
1464,197891.15049825906
1465,200308.08507586457
1466,166881.94247782638
1467,178263.22097340104
1468,160936.13712303928
1469,189803.44728703648
1470,121717.1783080901
1471,178841.89625937614
1472,97025.76700905131
1473,94192.49500861834
1474,142892.00228818663
1475,105541.69323819214
1476,357418.4631395192
1477,247012.2771523279
1478,302227.5311980338
1479,299969.0224954691
1480,468497.90169891657
1481,338099.289372795
1482,214800.92515188846
1483,180414.2742356793
1484,163967.15690006898
1485,201236.59363333532
1486,192681.52019978192
1487,345843.57509102183
1488,238808.66734541245
1489,189161.57400139412
1490,244872.9802831317
1491,196737.65733380255
1492,92656.91811362906
1493,187964.51008892938
1494,302075.0866065749
1495,290620.4228726096
1496,236332.87248364507
1497,176429.9948619948
1498,181471.37546438564
1499,170629.256531807
1500,158035.16288608836
1501,172608.38461296778
1502,145678.20884481445
1503,293164.6836342723
1504,242973.77337522554
1505,227552.0049425509
1506,186408.6006109785
1507,236454.89750294623
1508,203467.7571379409
1509,160388.51984876674
1510,145314.98753223097
1511,158183.23167637625
1512,173560.24486810167
1513,149655.75412897157
1514,157149.874064744
1515,186629.49662820811
1516,155545.71121386712
1517,168821.42339685315
1518,130659.86131750273
1519,207668.5271880161
1520,127865.07745641602
1521,129325.70198636824
1522,175455.2114978244
1523,109981.69246983444
1524,123909.52685545578
1525,118222.65200333488
1526,109128.183670524
1527,106946.35197367899
1528,134688.91778906254
1529,154409.5447592621
1530,192777.32527786324
1531,109275.80274562638
1532,98867.41490309693
1533,144591.76794309565
1534,127285.74614181921
1535,143517.15014463835
1536,107545.64039939526
1537,59228.29938932034
1538,152576.8034403264
1539,189750.52962680723
1540,92742.00995211098
1541,139288.19799636118
1542,138202.66505327795
1543,175039.91014338477
1544,89448.72726801096
1545,117430.95794811235
1546,142145.58641339434
1547,133293.49585450697
1548,139476.43749792367
1549,120734.07493845225
1550,138519.76528722345
1551,107092.64838660831
1552,135060.42210358515
1553,142469.36687702234
1554,116284.3657098542
1555,161111.20931706877
1556,87283.18448623149
1557,106603.9480239821
1558,106125.12249216592
1559,68846.05234926366
1560,130832.54899628226
1561,119504.92198408423
1562,131073.07228996497
1563,118688.90380640008
1564,153827.32100476717
1565,153844.49463559227
1566,237642.91108760942
1567,78308.63816477371
1568,246734.45233897318
1569,130742.095105705
1570,139331.48770126034
1571,112673.70832784484
1572,136709.67850527016
1573,222390.00450322372
1574,116850.74404533659
1575,237120.22248655857
1576,247177.46936856717
1577,177462.3079565334
1578,148557.40454780613
1579,149223.84622671222
1580,198382.48557484787
1581,156393.25109134
1582,127222.80933124617
1583,282259.77655717434
1584,215106.27699502406
1585,135883.71802607365
1586,68956.07649530002
1587,111256.71429046866
1588,150289.43836499
1589,97036.44465011508
1590,128736.74932814325
1591,91152.22922454105
1592,114129.22929478841
1593,133635.25869181706
1594,120338.16953482282
1595,105944.78557244208
1596,209693.52629207645
1597,201812.343975259
1598,231445.51511639124
1599,172368.55107858733
1600,165944.7895460559
1601,65915.92897683813
1602,115458.46443996449
1603,76152.11290537656
1604,259013.68645258603
1605,240843.89726992784
1606,166533.82277684423
1607,177241.2924916743
1608,221013.35099113206
1609,180666.04998534423
1610,153054.08193347108
1611,135384.43119025926
1612,170740.49201060308
1613,163876.1327298826
1614,126717.25176676552
1615,92066.9802082686
1616,78503.78288171536
1617,93018.34727159557
1618,131186.486704085
1619,142636.82119355013
1620,149410.1063466936
1621,131786.65785478882
1622,145950.34005957798
1623,259436.82792626967
1624,208798.55506880025
1625,117631.27594160884
1626,173706.79442935382
1627,194752.18884917314
1628,278328.6712845418
1629,185479.70395972428
1630,325940.05304152076
1631,224727.5150281595
1632,240452.53659097623
1633,182255.3285420796
1634,186966.82862585378
1635,172586.29953891732
1636,152680.08696410162
1637,196060.9806393024
1638,177144.2910875383
1639,186875.02966362707
1640,246806.8405451055
1641,180760.61602749125
1642,250215.95379563852
1643,216195.8832805829
1644,246839.03125859183
1645,193451.53041137574
1646,161472.67260699626
1647,162346.96646002354
1648,127940.9777557918
1649,142958.60591281162
1650,114950.62625989344
1651,119409.61537666351
1652,98120.99536223194
1653,100335.89728980893
1654,143788.5908043072
1655,129649.89853253918
1656,140719.75327195076
1657,148165.82063776467
1658,148368.3905797178
1659,116603.888101588
1660,155711.22714112807
1661,425315.56133108056
1662,383934.26636663004
1663,364196.30943364
1664,454583.38781023264
1665,303896.5219618182
1666,330721.37577341875
1667,373255.6232190117
1668,350643.7245540492
1669,318895.88775429386
1670,348182.9486932006
1671,266633.2957603235
1672,412643.4282409351
1673,292516.8265033612
1674,238287.7324691234
1675,199776.360011013
1676,192870.1728570957
1677,221296.7378110751
1678,440162.25775903143
1679,392165.6927577215
1680,313435.3295836659
1681,248478.2408567423
1682,331165.55775624735
1683,185648.6916630523
1684,180583.9050780548
1685,175411.79506925316
1686,170116.72317297696
1687,176564.6860062313
1688,189873.83969891467
1689,195300.1031602908
1690,202150.5250122181
1691,192200.68962732202
1692,264819.70453895343
1693,178781.25617075534
1694,185219.74839141197
1695,171537.3517352316
1696,268184.86960563797
1697,175956.18342915608
1698,344208.4034029426
1699,310401.4650405657
1700,256969.1673668727
1701,271310.16167930135
1702,233613.4654796866
1703,240687.50767795055
1704,273224.50106625387
1705,248408.76648260173
1706,355576.8746876999
1707,209684.80431858829
1708,203453.01660935208
1709,262142.30536782567
1710,217845.20098434656
1711,285402.2352813306
1712,250688.47075353604
1713,281465.7411385965
1714,226234.05438579997
1715,208740.1452368671
1716,184524.9429325218
1717,180468.7301252686
1718,137683.6299358545
1719,211509.3219324061
1720,230379.14564719686
1721,160098.82114806783
1722,123963.80397949595
1723,154107.3226162462
1724,199327.02007933462
1725,236333.92714669844
1726,182969.6962166709
1727,154623.5638179535
1728,170750.87757583405
1729,169891.8364346637
1730,149576.9856476179
1731,118067.05806654025
1732,125998.85000155942
1733,111016.60405266323
1734,121110.91042466044
1735,122350.07375998104
1736,105202.07875650452
1737,292891.44958516717
1738,271019.40910445736
1739,225448.57926983846
1740,204433.0823063014
1741,186873.49242000637
1742,169539.4448503934
